iD,N,mu,T,m,q,C2,err
4,50,1.9,1.7,-0.00024799999999999996,8.39312e-05,2.6106026470079318,0.18114760895824478
4,50,0.3,2.0,-0.0025080000000000002,0.00010372080000000002,1.3316834036833203,0.1803462004679997
4,50,0.6,1.25,-0.001584,9.92e-05,2.6710335664618374,0.15643926894275845
4,50,0.2,1.625,0.0014880000000000002,0.00012052000000000002,1.5002816022028247,0.15754055845797849
4,50,2.0,1.175,0.004452,7.99096e-05,17.32033757347205,0.3908797305061536
4,50,0.7,0.95,0.0014280000000000004,9.38856e-05,7.936082972639313,0.18587781926074895
4,50,1.3,1.025,0.0017920000000000002,5.1936e-05,7.392923880224291,0.17658925651527446
4,50,1.0,0.575,0.018811999999999995,0.004042762399999999,29.240780438488954,2.173684745847143
4,50,0.6,1.625,0.0001440000000000001,0.0001267536,1.601396588437397,0.16008159152714793
4,50,0.2,1.25,-0.00134,0.0001054168,2.1332928950315635,0.14989194531316596
4,50,0.7,2.0,-0.0024720000000000002,9.70224e-05,1.3608483442931203,0.18318020094884938
4,50,1.6,1.475,0.005264,9.30352e-05,3.80427330710363,0.17254400238376466
4,50,0.5,0.725,0.0010360000000000002,7.52024e-05,6.770989496604916,0.16920138733264073
4,50,1.2,0.95,0.0059960000000000005,0.0001111816,5.92789548903122,0.16963580578900592
4,50,0.5,1.175,0.0009720000000000001,9.8884e-05,2.192649648996456,0.150012373446217
4,50,0.3,1.7,-0.001252,9.043599999999997e-05,1.420990225383079,0.15993214887201052
4,50,1.1,1.625,-0.001,8.632800000000002e-05,1.7189048843999304,0.1637951744485074
4,50,0.5,1.1,0.0012000000000000001,7.586720000000001e-05,2.3544600311460306,0.13151460911854393
4,50,0.3,1.775,0.0021080000000000005,9.41992e-05,1.4616626177375454,0.17361056513811685
4,50,1.5,1.4,-0.004044,7.9092e-05,5.841321098376327,0.19070729622793806
4,50,1.2,1.925,0.002224,7.55712e-05,1.3190362962502404,0.17811646976929832
4,50,0.4,1.85,-0.0012079999999999997,0.00011833119999999999,1.3458174951541806,0.17540047552883647
4,50,1.4,1.85,-0.0046760000000000005,0.00011705839999999999,1.5716079888135335,0.17095682130859796
4,50,0.2,0.875,-0.0028840000000000003,7.98664e-05,4.985849387753711,0.15377196853186273
4,50,1.7,0.725,0.508948,0.34512388080000006,9.526170448350276,1.699650349159368
4,50,1.3,0.5,0.019268,0.0008921303999999998,30.263675830967724,37.2477141527675
4,50,0.2,0.8,-0.0018599999999999997,9.857519999999998e-05,2.860033745694464,0.13683859159580886
4,50,1.1,0.65,0.01398,0.0006689239999999999,14.97227118970512,10.593438642972123
4,50,0.8,0.5,-0.035268,0.0210434568,20.16284861817614,2.2765503527064666
4,50,0.1,1.1,0.0027960000000000003,9.618160000000001e-05,4.859019287804057,0.16901811809431921
4,50,1.1,1.4,0.003792,8.93856e-05,3.5466842912589236,0.16288765341924757
4,50,0.7,1.775,-0.0014119999999999994,0.00010936879999999999,1.5769956289999243,0.17149656548085018
4,50,1.5,1.625,-0.002384,7.2704e-05,2.1156249025178355,0.16700288221552487
4,50,0.8,0.575,-0.00014399999999999998,5.98192e-05,16.66664622008895,0.5306399315639391
4,50,0.1,1.175,-0.0018080000000000001,0.0001024784,2.9886260776389504,0.15001326985418895
4,50,1.9,0.8,0.801104,0.8025730224000001,0.13158703611993872,1101.9174402941194
4,50,0.7,1.7,0.0012,0.0001516864,1.5774589157818044,0.16232237084754084
4,50,1.6,0.95,-0.017472,0.0005594288,24.20952030826501,0.591699935753554
4,50,0.8,1.325,-0.004164,0.0001224184,2.0568628437453538,0.15357942835377628
4,50,0.1,0.725,-0.0009760000000000002,0.00012173920000000001,11.164727374484464,0.24012710867985235
4,50,1.5,0.65,-0.824856,0.8020140672000001,0.16118873316377125,168.61062087405665
4,50,0.6,0.8,0.0009799999999999998,0.00010129199999999999,7.9211738952216475,0.1869442871043127
4,50,1.7,0.5,-0.682664,0.7597230352,0.27461074665552554,31.444855971673867
4,50,1.3,0.725,-0.00196,9.70384e-05,7.081159680050647,0.1865147271962832
4,50,0.6,0.875,-0.0006839999999999999,0.00011832560000000002,3.7151969634759463,0.15226034062949848
4,50,1.0,1.85,0.0009560000000000001,6.580879999999999e-05,1.3758848488093816,0.17015670361244703
4,50,1.9,1.25,0.007256,9.928639999999999e-05,17.664715529768742,0.333327334900311
4,50,1.6,1.925,0.001824,9.18608e-05,1.5009952336102186,0.17762990704859374
4,50,0.0,1.025,-0.000968,5.95488e-05,3.1240083113923744,0.14677154834631834
4,50,0.6,1.1,-0.0010919999999999999,5.0196e-05,2.567728185585916,0.14545536654475313
4,50,1.6,1.4,0.00462,8.711280000000002e-05,6.43442321697916,0.20043486069672906
4,50,1.2,1.625,-0.0007520000000000001,8.37024e-05,1.5546809578613512,0.1600529110666544
4,50,1.9,1.55,0.00023599999999999983,6.0359199999999996e-05,8.561107910514115,0.2096017889316987
4,50,0.6,1.175,-0.0009000000000000002,0.00010143919999999999,2.515897129428079,0.1488490840555869
4,50,1.1,0.95,0.0028359999999999995,6.66904e-05,6.697439125058935,0.1801971655978043
4,50,0.9,1.55,0.000416,7.590719999999999e-05,1.5766093942731914,0.155842521363348
4,50,0.6,0.725,-8.000000000000091e-06,4.702879999999999e-05,4.762638403430743,0.14149620030121224
4,50,1.2,0.65,-0.12130400000000002,0.04762587359999999,22.566465753828666,4.753550871565614
4,50,1.0,0.5,0.0013160000000000003,3.12008e-05,12.63196714342255,0.33984090042410103
4,50,0.1,0.8,-0.001544,6.410719999999999e-05,9.305326236529979,0.18036245472077203
4,50,1.4,0.725,-0.003612,8.868239999999999e-05,7.195101355857682,0.16467046755587614
4,50,0.1,0.875,-0.0006360000000000001,6.355919999999999e-05,6.249909736198978,0.17038112795570054
4,50,2.0,1.1,0.008067999999999999,0.00010514319999999999,21.686882533376796,0.42018372195212317
4,50,1.8,1.325,0.013932,0.0002612904,16.08749352560272,0.32670425398303715
4,50,1.8,2.0,0.0037239999999999994,7.30552e-05,1.6641325434673604,0.182899850180358
4,50,1.7,1.85,-0.0009919999999999998,6.57504e-05,1.617148124626159,0.1734733063040318
4,50,1.1,1.925,0.0015919999999999999,0.00010831999999999999,1.3687483378117589,0.17471931908946625
4,50,0.7,1.85,-0.0012,0.00011331520000000001,1.3808747953334461,0.16979504402380655
4,50,0.2,0.725,-4.800000000000005e-05,9.94592e-05,10.099379904673436,0.18887656635155872
4,50,1.5,0.95,-0.014452,0.0003411144,7.693722186396392,0.17857705879729108
4,50,0.2,1.175,0.0027600000000000003,0.0001623616,2.2987678874728332,0.15051026363227218
4,50,0.4,1.7,-0.002232,0.0001128048,1.4371346697060199,0.16438933633515201
4,50,1.6,1.625,-0.0034599999999999995,6.687280000000001e-05,5.367782239282524,0.1962150934399371
4,50,0.2,1.1,0.003024,0.00011722080000000001,2.814519956520302,0.14266348218245306
4,50,1.9,1.775,-0.005428,0.00010808720000000001,2.3007743868354438,0.17593068097497142
4,50,0.4,1.775,0.001172,0.00010891919999999999,1.3899212203413425,0.1799040267963383
4,50,1.2,1.4,-0.00043599999999999986,8.70504e-05,1.7992474836651855,0.14998487451171938
4,50,1.5,1.925,0.0010440000000000002,8.45304e-05,1.4779060051377937,0.17641713438025414
4,50,0.3,1.85,0.0017599999999999998,9.21664e-05,1.3989662671448309,0.17544451608336786
4,50,1.8,1.1,-0.026052,0.000831388,20.662730742926886,0.46109829827696036
4,50,2.0,1.325,-0.023792,0.0006084752000000001,27.27227183766635,0.6719350278991486
4,50,1.3,1.85,-0.0006720000000000003,9.98256e-05,1.5261778759661353,0.17194963342374836
4,50,2.0,2.0,0.001884,0.00010978320000000002,2.2245332706064986,0.19664078276237834
4,50,0.5,0.875,0.001364,0.00010877199999999997,8.204514102331846,0.19163545058690531
4,50,1.0,0.725,-0.0033640000000000002,0.00010769359999999999,9.155708420385446,0.203789318366357
4,50,0.5,0.8,0.00498,0.00010973999999999999,8.157699182262679,0.1865602011229225
4,50,1.4,0.5,-0.050772000000000005,0.007987133600000001,28.612334788913248,57.36186846024551
4,50,1.6,0.65,0.7520519999999999,0.7718974376000002,0.2553897045943565,227.9179433721774
4,50,1.4,1.025,0.012884,0.0002987144,12.948132871224516,0.2580219288623076
4,50,1.7,0.575,-0.886152,0.8607368863999999,0.1087198871842432,85.57622813029016
4,50,1.9,0.875,-0.176864,0.032992667200000006,33.74730151448991,85.50926954121962
4,50,0.1,1.625,0.003188,0.0001107208,1.7251627714728044,0.16581734150801974
4,50,0.5,1.25,-0.003144,0.0001466592,2.4321191909297615,0.15297305030447883
4,50,0.8,1.475,0.0005920000000000001,6.89568e-05,1.9853229699410917,0.15822694668073245
4,50,0.8,1.4,0.0013920000000000002,0.00010953760000000002,1.721779180310241,0.15313455777549276
4,50,1.1,1.475,-0.0005759999999999998,6.451840000000001e-05,2.228580055049367,0.15993705919208287
4,50,0.7,1.025,-0.00010799999999999997,0.00010609359999999998,4.786451868376314,0.16336898770117128
4,50,1.3,0.575,-0.19408799999999998,0.074204056,21.06367144353759,21.566555831021216
4,50,0.9,1.925,0.0016640000000000001,7.6016e-05,1.3236965221225119,0.17462147387810267
4,50,0.4,0.95,-0.0013959999999999995,0.0001162552,3.143567375466996,0.14193403503860222
4,50,1.0,1.025,0.00074,5.34056e-05,4.206836498985577,0.14676612349535545
4,50,0.0,1.1,-0.0015600000000000002,8.858720000000001e-05,3.484024964612152,0.14884326982286697
4,50,0.3,1.025,0.0018960000000000001,5.189279999999999e-05,4.973165471911783,0.15648791529195524
4,50,1.5,1.475,-0.0031,7.44888e-05,6.730188745507,0.19565974170877157
4,50,0.8,0.65,-0.00030400000000000067,0.00019943999999999997,9.787138499649025,0.25726266454476676
4,50,0.4,2.0,-0.0008239999999999999,0.00014008,1.2989074550404935,0.17897687085536176
4,50,0.1,1.25,-3.999999999999872e-06,8.187920000000001e-05,2.657132338553597,0.1587758999159156
4,50,0.0,0.8,-0.0028399999999999996,0.0001332848,7.796310900545936,0.16042775179472057
4,50,0.5,1.625,-0.0015079999999999998,7.23288e-05,1.6757518286709012,0.1749541625135561
4,50,1.5,1.175,-0.008960000000000001,0.0001329024,17.194854096896833,0.3507524789567913
4,50,0.3,1.925,0.0007320000000000001,7.097199999999998e-05,1.3280571269867856,0.17687339303677457
4,50,1.9,0.575,0.977012,0.9568793368,0.009776268061041244,299.3810204025128
4,50,1.7,0.875,-0.056828000000000004,0.0034688872,21.39600220134168,0.6295019108083306
4,50,0.2,0.65,-9.999999999999977e-05,7.04744e-05,10.21764066607254,0.19493978640693488
4,50,0.6,1.475,0.00034800000000000006,8.927920000000001e-05,1.862496395325999,0.15273655775168046
4,50,0.0,1.7,0.0003760000000000003,9.378239999999999e-05,1.6205508425570507,0.16995747630456057
4,50,0.6,1.4,-0.0002480000000000001,0.00010056159999999998,2.403599684374248,0.16695720272538309
4,50,1.4,1.7,0.00342,0.00010982320000000001,1.703936593894256,0.17062413623250056
4,50,0.9,1.025,-0.0008080000000000001,7.215039999999999e-05,5.10017097624299,0.15843680195948176
4,50,0.7,1.925,-0.00040400000000000017,8.891119999999999e-05,1.3395462894802677,0.17570256523785693
4,50,1.1,1.175,-0.00068,5.97152e-05,4.133454641775785,0.1653827536314582
4,50,1.0,1.7,-0.0005919999999999998,7.54656e-05,1.5595905910101755,0.17245066978975027
4,50,0.2,1.4,-0.0005399999999999999,8.57672e-05,1.789477535363647,0.15347044789142833
4,50,0.0,0.725,-0.001804,8.32664e-05,10.145555127220803,0.18596291204326904
4,50,0.2,1.475,6.400000000000024e-05,0.0001015392,1.6958982829978333,0.15540384504479132
4,50,0.6,0.65,0.001108,7.52632e-05,21.799835622839428,11.08958918052696
4,50,1.3,0.875,-0.005791999999999999,0.00010573279999999998,11.07968081176079,0.23518788678889405
4,50,2.0,1.625,-0.001716,5.740400000000001e-05,11.434720305298496,0.26636994124018815
4,50,1.8,1.4,-0.010447999999999999,0.00022131520000000002,9.196726464965495,0.22078970596482492
4,50,0.8,1.1,0.0003880000000000002,0.00010104399999999998,4.533771898219302,0.16518637843019668
4,50,1.3,1.775,-0.0003199999999999999,8.140480000000002e-05,1.427340779553016,0.16304736645205947
4,50,0.1,0.5,0.0018880000000000001,0.00020731199999999997,22.5753984514883,19.997696621818207
4,50,1.7,1.55,0.0155,0.000365396,6.2346083169133,0.2086360131585488
4,50,1.0,0.8,0.004532,0.0001606136,6.859625714741517,0.18362989072456498
4,50,0.8,1.175,0.003444,0.0001204648,2.172960031427327,0.1488651179389679
4,50,0.1,0.575,-0.001664,7.73648e-05,14.854433374664692,0.2923359924308311
4,50,0.8,0.725,-0.006748,0.000185324,7.672796110994687,0.1688257573525582
4,50,0.1,1.325,-0.00168,9.856800000000001e-05,1.9282556056851123,0.14540028479198688
4,50,0.7,1.55,0.005183999999999999,0.00011098560000000001,1.5975019320954902,0.16039926623990886
4,50,2.0,0.65,-0.8881080000000001,0.9166124023999999,0.05657795707245119,1441.5352793537995
4,50,1.6,1.325,-0.0035679999999999996,0.00012336,4.2347166070209585,0.1635675252043746
4,50,1.6,2.0,-0.005691999999999999,0.00013259760000000002,2.0385223851128553,0.1824686708437035
4,50,1.9,1.85,0.0143,0.00035896239999999997,4.945721785758884,0.2090166514703653
4,50,1.2,1.1,-0.0006240000000000002,8.89904e-05,5.008318148909565,0.16601855083529454
4,50,1.0,1.25,0.0031880000000000003,9.39e-05,2.274975614941252,0.1507988007417051
4,50,0.9,1.85,0.0009520000000000004,0.0001323328,1.4351489820181316,0.17105662376081623
4,50,0.5,1.325,-0.0001959999999999999,7.2404e-05,2.630704659041882,0.15763944234807156
4,50,0.3,1.55,-0.0020759999999999997,9.987119999999998e-05,1.9101370378555103,0.1605924768073196
4,50,1.4,0.8,0.0005039999999999999,5.00224e-05,13.751274057914227,0.27077102033074496
4,50,0.0,0.65,-0.0010680000000000002,4.14408e-05,7.592487485475697,0.17035305652322236
4,50,0.5,0.575,-0.0005760000000000001,0.00010265439999999998,7.482983158048471,0.18346702092720074
4,50,1.3,1.55,0.002232,7.66528e-05,1.9911269521564694,0.16423443822439393
4,50,0.0,1.625,-0.0010520000000000002,6.928400000000001e-05,1.5558019114004538,0.16260206286583023
4,50,1.8,1.625,-0.006792,0.0001040416,5.745433794637156,0.1871228225268217
4,50,2.0,1.4,0.006792000000000001,8.591040000000001e-05,15.967494531603297,0.3278019483843345
4,50,1.7,1.775,0.00128,9.21904e-05,1.938468313493268,0.1800039385430392
4,50,0.5,0.5,0.0005080000000000001,8.978319999999998e-05,9.737390185832815,0.2478191207488105
4,50,1.4,1.25,0.000492,6.298799999999999e-05,2.576948199181721,0.15744607357404347
4,50,1.2,2.0,0.0005199999999999997,7.31104e-05,1.3590295337156975,0.1856138906064934
4,50,1.6,1.1,0.0019480000000000003,5.5477600000000006e-05,4.896768870409159,0.16971852803842344
4,50,1.2,1.325,-0.002132,8.737359999999999e-05,2.1295105940279586,0.1555084993302886
4,50,1.8,0.65,-0.87906,0.8788017576,0.06647323100504657,171.34293472710831
4,50,0.2,1.325,0.0009920000000000005,0.000125936,1.8230962609692758,0.14917345786045186
4,50,0.4,1.55,-0.0007600000000000003,8.816480000000002e-05,1.4760732230532363,0.15783194304694534
4,50,1.3,0.8,0.0025640000000000003,7.04104e-05,14.444052083795379,0.3047034481610316
4,50,0.2,0.575,-0.001795999999999999,0.0015976696000000001,23.261021678559597,0.5317939945243076
4,50,2.0,0.95,0.008068,0.0001160728,13.53213586075186,0.2480314224111664
4,50,1.4,1.55,0.0007999999999999999,0.00010664,1.701067847297021,0.1548106913047421
4,50,0.2,0.5,3.599999999999659e-05,0.017268050400000002,29.363669386142423,6.134277086647344
4,50,1.0,1.775,0.001604,0.00010038799999999999,1.4713200175016672,0.17338110819321512
4,50,0.0,1.55,0.0014120000000000003,9.974000000000002e-05,1.6711471538103506,0.1589538300839788
4,50,2.0,1.925,0.001208,7.57104e-05,2.4244770879558937,0.1891365446781552
4,50,1.3,1.25,0.001216,8.045440000000001e-05,2.9846559237497945,0.14926875488896243
4,50,1.5,2.0,-2.3999999999999977e-05,0.0001273888,1.407223152481583,0.17946705254021297
4,50,1.1,1.1,0.0021360000000000003,5.9219200000000004e-05,4.56789130090487,0.16178307605605294
4,50,1.5,1.325,0.001036,6.78216e-05,2.5734897982951526,0.1611930971758991
4,50,1.9,0.725,0.10040799999999997,0.012193847999999998,30.826019180910272,1.1415281325090025
4,50,0.9,1.775,0.0001600000000000001,8.157119999999998e-05,1.5394321160188762,0.16955770619726018
4,50,0.6,0.5,0.0022519999999999997,0.0001705656,14.046183872158508,0.2614080411728911
4,50,1.4,1.775,0.00022000000000000033,0.00011749200000000002,1.8115826470333636,0.17541610065096333
4,50,1.0,1.55,0.0006639999999999998,9.791360000000001e-05,1.707203724714879,0.16417347690123466
4,50,0.9,1.7,-0.001344,0.0001033776,1.9534503974981248,0.17440843355059357
4,50,1.7,0.8,-0.040055999999999994,0.0019273984,21.58174019760854,0.6452033840727591
4,50,0.6,0.575,0.0005320000000000002,7.319760000000001e-05,7.87671165242548,0.19803762582486098
4,50,1.8,0.95,-0.0005240000000000003,4.3196000000000005e-05,17.714653751479606,0.31901706780905775
4,50,0.6,1.325,0.0029319999999999997,0.00012095919999999999,1.923868488131185,0.14971925353317908
4,50,0.0,0.575,-0.0012239999999999998,6.6896e-05,12.025778056725223,0.29506637719242645
4,50,0.8,0.8,0.001988,0.0001086584,8.222706655777605,0.185007561946131
4,50,1.9,0.5,-0.8305079999999999,0.8056489144,0.15238773431759256,41.952187632292116
4,50,0.8,0.875,-0.0010600000000000002,0.0002373464,18.933767136434017,0.3381393141241326
4,50,1.1,1.325,-0.00040799999999999994,8.93824e-05,2.1895947437672376,0.15309274260708228
4,50,1.1,2.0,0.00398,0.0001116456,1.3524867209955318,0.18630956269927962
4,50,1.5,1.1,-0.001432,8.627200000000002e-05,6.021136640734239,0.17610318102409325
4,50,1.7,1.25,-0.0035359999999999996,6.887520000000001e-05,14.743727469157255,0.28131029327893703
4,50,1.8,1.925,-0.00010000000000000026,0.00011434799999999998,1.4991452515351498,0.17982306722120855
4,50,1.6,1.175,0.001184,6.9224e-05,8.798919676100931,0.1913151659748881
4,50,1.9,1.025,-0.07996,0.0073869248,25.33353606505097,0.792272124348972
4,50,2.0,1.475,-0.0019,9.55304e-05,3.8378648509123208,0.17690108293610504
4,50,1.7,1.7,0.0017439999999999999,0.0001174288,1.9003741317128346,0.17399659527194714
4,50,0.5,1.4,-0.00011199999999999962,0.0001133392,1.8145240988947708,0.15028682554506656
4,50,0.5,1.475,-0.0003079999999999999,7.436079999999999e-05,1.6886182881477156,0.15195008314250133
4,50,0.8,1.25,-0.0008,6.81856e-05,2.120670551810979,0.15133654816031614
4,50,0.1,0.65,-0.0007639999999999999,6.552239999999999e-05,10.953282677240745,0.18951821441002822
4,50,1.4,0.875,-0.004368,8.408479999999999e-05,9.84793728865296,0.19524512744761746
4,50,0.9,0.95,0.0005720000000000001,9.730480000000002e-05,3.4186880328206497,0.14703778528705097
4,50,0.0,1.475,-0.0001240000000000001,8.199760000000001e-05,1.6432574533721804,0.15150900948878987
4,50,1.2,1.175,0.0006959999999999997,0.00015658719999999998,3.310740563783552,0.157095168452534
4,50,0.4,1.925,-0.001988,8.55528e-05,1.3711514408268102,0.17415117885580794
4,50,0.8,1.625,0.002104,0.00011786880000000002,1.6530839649308473,0.1682744933741475
4,50,1.0,0.875,-0.00302,0.00013885040000000001,7.249302425378131,0.18222279562179025
4,50,0.9,2.0,0.002424000000000001,9.41264e-05,1.3312244551104566,0.18212117221344984
4,50,0.5,0.65,-0.00026800000000000017,8.753040000000003e-05,8.85930033418502,0.17316867554336918
4,50,0.1,1.475,5.199999999999993e-05,0.00011161359999999999,1.7375086844831948,0.15677468004942646
4,50,0.1,1.4,0.0008960000000000001,6.032e-05,1.9302890880942478,0.15422182445911634
4,50,1.3,1.7,0.0007840000000000001,4.9441600000000004e-05,1.5269668616689756,0.17035161398583293
4,50,1.8,1.475,-0.0015080000000000002,7.49736e-05,5.716532298576827,0.19272868788629283
4,50,1.0,2.0,-9.599999999999973e-05,0.000124504,1.3449735284116882,0.19031010177452604
4,50,1.4,1.1,-0.00046400000000000006,0.00010765919999999998,6.514807305653265,0.19888555822638002
4,50,0.9,0.875,-0.0023480000000000003,4.99528e-05,8.72070089408792,0.19630274924622954
4,50,1.0,1.325,0.0018,0.000108416,2.808935730600776,0.16032637633206445
4,50,1.9,1.925,0.00148,8.380320000000002e-05,2.1743131907087867,0.1916381227283711
4,50,1.6,1.25,0.003844,9.280880000000001e-05,3.417590258138513,0.16092548926912217
4,50,0.9,0.8,-0.006063999999999999,0.00022334240000000002,6.226830075623806,0.1585941318855104
4,50,1.8,0.5,-0.8634999999999999,0.8363175448000001,0.1267358114430509,151.90355034480493
4,50,2.0,0.725,0.003148,3.68744e-05,21.637433572426698,0.5876348727902748
4,50,1.9,0.95,0.022264000000000003,0.0005137248,34.11410939622386,1.0536548362190548
4,50,1.6,0.8,-0.06462000000000001,0.005485527200000001,24.595171203820385,1.004242715561346
4,50,0.8,1.7,0.0034240000000000004,0.00010052799999999998,1.4891097746476907,0.16399997212323855
4,50,0.7,0.575,0.006684,0.0006008168,18.682840160494017,0.40119259395040446
4,50,0.7,1.325,-0.0016719999999999997,9.402079999999999e-05,2.3328974599543977,0.1540359505974321
4,50,0.1,1.55,0.0013160000000000003,8.07496e-05,1.6842551374130266,0.15938816963900204
4,50,1.1,1.55,0.0014000000000000002,5.2843199999999996e-05,2.0359557347493418,0.1538791076746483
4,50,0.8,1.775,-0.004059999999999999,0.00010360079999999999,1.3941533100999748,0.16921303578444408
4,50,1.5,1.775,-0.001452,9.316720000000001e-05,1.9436467155802069,0.17240932781383053
4,50,0.7,0.5,-0.000332,6.635279999999999e-05,20.996396441861023,1.8831319858700581
4,50,2.0,0.5,0.9786439999999998,0.9666837208,0.01706864554728063,177.74787936644304
4,50,1.8,0.725,0.0034200000000000003,2.2504800000000002e-05,34.15143528839623,2.8664916074656444
4,50,0.0,1.25,-0.0013359999999999997,9.686239999999998e-05,2.1310592013982346,0.14646507445680215
4,50,1.2,1.25,-0.009216,0.00028528,2.507424237782914,0.15004197457991222
4,50,1.4,1.325,0.003092,9.076240000000001e-05,2.381652461749848,0.1551396431754007
4,50,1.4,2.0,-0.0012839999999999996,0.0001063128,1.356225949555904,0.1824775367248408
4,50,1.0,1.1,-0.000724,7.47624e-05,2.8152471923318574,0.14326897052890955
4,50,1.1,1.775,0.0013800000000000004,0.00010348080000000001,1.6435444845190974,0.16841385871332687
4,50,0.3,0.5,-0.00039999999999999986,8.54208e-05,8.578723431088237,0.20795977613314395
4,50,1.5,1.55,-0.002444,0.0001008344,2.0814335818315617,0.1694432658814962
4,50,0.3,1.325,0.002224,0.000110888,2.9918838339753844,0.16170758331419194
4,50,0.5,1.55,-0.0020120000000000003,8.826480000000001e-05,1.6819943429487925,0.1620452895941477
4,50,1.2,0.8,0.00862,0.00015139599999999999,16.07983029202714,0.26482817677975
4,50,0.3,0.575,0.0006320000000000002,0.0001650416,11.109204314793482,0.25685760742575386
4,50,1.2,1.7,0.0003400000000000001,6.8108e-05,1.565832964792172,0.17010281677808356
4,50,1.9,1.475,-0.00544,0.00010012799999999997,8.50415776509402,0.21302439776626653
4,50,0.9,1.625,-0.0008760000000000002,8.30856e-05,1.5609426873164027,0.15271678884732354
4,50,1.1,0.875,0.002248,8.393439999999999e-05,4.879135202826068,0.15976333058326755
4,50,0.8,2.0,-0.0016,0.00011403679999999999,1.359698228666419,0.1816011021235027
4,50,0.4,0.65,-0.002084,0.0003393496,17.60483593511213,0.5141704068905898
4,50,1.3,1.175,0.0077080000000000004,0.00022195439999999996,5.8686122238577925,0.18468935473379305
4,50,2.0,1.025,-0.03949199999999999,0.0017259496000000003,28.093072814744833,0.871486442141137
4,50,0.8,0.95,-0.00015600000000000024,8.56936e-05,2.4595322278947913,0.13346017917217634
4,50,0.5,1.925,0.0007800000000000004,0.00011372080000000002,1.4131804396324998,0.1855109899631395
4,50,0.9,1.25,0.0006119999999999997,0.0001325704,2.332912724388178,0.1552401435664094
4,50,0.4,1.475,3.6000000000000164e-05,7.687119999999999e-05,1.6407245503798196,0.15043447219912537
4,50,1.5,0.875,0.04327999999999999,0.0023361984,19.153855304664827,0.42244048673099993
4,50,1.6,1.7,-0.001476,9.621679999999999e-05,1.8314332450423063,0.17277550794090535
4,50,0.4,1.4,-0.00024,6.70832e-05,2.1646794224685255,0.15709671183011242
4,50,0.1,1.925,-0.001372,9.49272e-05,1.3518039393120083,0.17586299186236254
4,50,1.8,1.025,0.00396,5.576320000000001e-05,18.416445254050124,0.423564516869986
4,50,0.0,1.325,0.00031199999999999994,0.000115144,1.939970415246702,0.16034076131215583
4,50,1.7,1.175,0.00296,8.103839999999999e-05,6.628904256742299,0.1866273720597992
4,50,0.7,0.65,-0.0015,9.6636e-05,11.356096882099358,0.23748113317784864
4,50,0.0,0.95,-7.60000000000001e-05,6.7988e-05,3.924264266978121,0.159929265384821
4,50,0.3,1.475,-0.0009680000000000001,0.0001289264,1.7464270064592926,0.151157745519657
4,50,1.2,0.875,-0.0008960000000000001,8.53904e-05,6.997971375369941,0.1662527132388302
4,50,1.1,1.7,0.0014119999999999996,9.67464e-05,1.776303710547408,0.172605768494795
4,50,0.0,1.925,0.0014120000000000003,0.00011056720000000001,1.430815905495266,0.17259937554176277
4,50,0.3,1.4,0.0021160000000000007,8.392560000000001e-05,1.8800141993151975,0.1595683850200229
4,50,0.6,1.925,-0.0001760000000000001,9.10832e-05,1.3285065893298662,0.18271452662771331
4,50,1.0,1.175,-0.001248,7.33632e-05,3.185256621185066,0.15611761603415228
4,50,2.0,0.575,0.9484600000000001,0.9253276232000001,0.05146883540605177,145.3350600675101
4,50,0.7,1.4,-0.001584,0.00011705119999999999,1.8351765111068274,0.15516503800214212
4,50,1.5,1.7,-0.0002920000000000001,0.00010117520000000002,1.622761305965355,0.16105759177370826
4,50,0.8,1.025,0.0020559999999999997,8.889440000000001e-05,2.819703833078055,0.14501233750531933
4,50,1.6,0.875,-0.09613200000000001,0.0118039224,22.753799024931947,0.6814465920232314
4,50,0.7,1.475,-0.0020640000000000003,8.386400000000001e-05,1.738441477068084,0.15417868350147426
4,50,0.3,0.65,-0.00148,0.0003050736,11.032549344467588,0.21082027569573913
4,50,1.8,0.575,-0.8353879999999999,0.8404826952000001,0.1148171843888711,83.23874571599062
4,50,1.4,1.175,-0.000552,0.00011302879999999999,6.085818869976729,0.16345401377220992
4,50,0.2,1.925,-0.0009960000000000001,7.97592e-05,1.371671620980299,0.18138953271955072
4,50,1.9,0.65,-0.132332,0.0190056632,36.50903697366987,345.0738088560751
4,50,1.5,1.25,0.00015200000000000012,8.477119999999999e-05,9.751327722939768,0.22737731393979338
4,50,1.3,1.325,0.00252,8.122239999999999e-05,2.2349509849346703,0.1519597273650848
4,50,2.0,1.85,-0.005508,0.0001123496,2.174792921304523,0.18673113471159378
4,50,1.3,2.0,-0.002536,0.00015938560000000002,1.541993341980937,0.17635717303314813
4,50,1.7,1.1,-0.0037799999999999995,6.829520000000001e-05,12.615216607020956,0.23468320022423128
4,50,0.4,0.5,0.0032679999999999996,0.00031879120000000003,15.879130354642284,0.3885484815348991
4,50,1.6,1.775,-0.0015,0.0001146664,1.978497111438561,0.1786905875380161
4,50,1.2,1.55,-0.002424,0.00010274559999999998,1.7939853413702969,0.15938145534104048
4,50,0.0,1.85,0.0015439999999999998,7.380800000000001e-05,1.368896857988152,0.1769081284670389
4,50,1.9,1.625,0.002412,8.434959999999999e-05,5.31454919410904,0.20660599858091977
4,50,0.4,1.325,-0.002872,0.00011582719999999997,1.8961125148265332,0.14646428944796303
