iD,N,mu,T,tau,err
0,50,0.1,1.4,0.4291518457485891,0.14860364304690246
0,50,1.3,1.7,0.4257843550322933,0.16467342079094321
0,50,1.8,1.475,0.4316495496607338,0.2007056839175306
0,50,1.0,2.0,0.42625441649197865,0.17740351161317988
0,50,1.4,1.1,0.42395677126658793,0.17637937422289085
0,50,0.9,0.875,0.43099895846533504,0.15629640323771132
0,50,1.0,1.325,0.4265101167090547,0.15214090646407888
0,50,1.9,1.925,0.4292598179193833,0.19697850313399995
0,50,1.6,1.25,0.42867565244753303,0.16085344176166314
0,50,0.9,0.8,0.43279484309543326,0.1396167119653657
0,50,1.8,0.5,5691.066217423913,370.44971875043905
0,50,2.0,0.725,5047.479795556042,437.19733032635673
0,50,1.9,0.95,82.34008036169259,0.8099965121029398
0,50,1.6,0.8,2646.2916215068894,97.61429284661698
0,50,0.8,1.7,0.4264019340100318,0.16783168975621074
0,50,0.7,0.575,20.98428697520914,56.760455715256676
0,50,0.7,1.325,0.428996390527139,0.1449067322750067
0,50,0.1,1.55,0.42926684535102644,0.16052873963508968
0,50,1.1,1.55,0.4306575831635677,0.16388636302342782
0,50,0.8,1.775,0.42814543188367155,0.16829082312535937
0,50,1.5,1.775,0.42654580701034167,0.17130692217592702
0,50,0.7,0.5,0.8409874806642206,3.196455941900315
0,50,2.0,0.5,5923.920489542245,68.54845633687164
0,50,1.8,0.725,5887.542522340385,887.5916387487582
0,50,0.0,1.25,0.4256224129280677,0.149990291539159
0,50,1.2,1.25,0.4271493193626064,0.15211288334788511
0,50,1.4,1.325,0.4290759599735788,0.15818187966103392
0,50,1.4,2.0,0.42816043472014514,0.1806077650129673
0,50,1.0,1.1,0.43230509201756007,0.16471371733976423
0,50,1.1,1.775,0.4287955400255749,0.16696002226992657
0,50,0.3,0.5,3.7391003957944187,0.5070954284871165
0,50,1.5,1.55,0.4304517522990089,0.16995992107450186
0,50,0.3,1.325,0.4277345403265599,0.151071551550065
0,50,0.5,1.55,0.4295313827693623,0.14767539404070962
0,50,1.2,0.8,0.4286272614696258,0.17846336367409957
0,50,0.3,0.575,0.49113323888866894,0.26979342086441566
0,50,1.2,1.7,0.4281172500086056,0.15758726658024447
0,50,1.9,1.475,0.42627289382478,0.20260226021387528
0,50,0.9,1.625,0.4291045114297846,0.166991401959134
0,50,1.1,0.875,0.42975038138467114,0.14435656663531285
0,50,0.8,2.0,0.42790171750980105,0.18497135164861017
0,50,0.4,0.65,0.4347339618419351,0.16760167286625557
0,50,1.3,1.175,0.43072804666944225,0.15758305707104686
0,50,2.0,1.025,0.5999227345944043,0.337451863411174
0,50,0.8,0.95,0.4291488890178084,0.14055805498739082
0,50,0.5,1.925,0.430260607045734,0.17555216162292825
0,50,0.9,1.25,0.4299330867477714,0.15219245438619178
0,50,0.4,1.475,0.428327176837295,0.16456315914049807
0,50,1.5,0.875,0.47726225718205345,0.2413221293181702
0,50,1.6,1.7,0.43011778717683213,0.172213112316798
0,50,0.4,1.4,0.4285873604537719,0.15342558203408413
0,50,0.1,1.925,0.4298762002264368,0.1735652952364508
0,50,1.8,1.025,17.57513495864428,0.7229140503585801
0,50,0.0,1.325,0.42816900389807605,0.1558270119017252
0,50,1.7,1.175,0.4191254744881398,0.20601078392120686
0,50,0.7,0.65,1.1097333785738648,0.4492734052946496
0,50,0.0,0.95,0.42639752066880987,0.13528069616532912
0,50,0.3,1.475,0.4286593614256377,0.1550698838328735
0,50,1.2,0.875,0.43710958275176154,0.17033159426503017
0,50,1.1,1.7,0.42762139499301555,0.16316848162295505
0,50,0.0,1.925,0.4281716991696593,0.17755070207757742
0,50,0.3,1.4,0.429012805342129,0.1571183079595963
0,50,0.6,1.925,0.4279543527641782,0.17781526234624506
0,50,1.0,1.175,0.42801101365172645,0.1486266606213097
0,50,2.0,0.575,5781.186108558498,274.3704030969118
0,50,0.7,1.4,0.4298284550229945,0.1600268251220497
0,50,1.5,1.7,0.424528114618855,0.16767148276340418
0,50,0.8,1.025,0.4288968306391483,0.15707384659538995
0,50,1.6,0.875,16.873048878496512,0.8293386320168014
0,50,0.7,1.475,0.42730046959634044,0.15789470797242644
0,50,0.3,0.65,0.4289538027735104,0.14792772825355976
0,50,1.8,0.575,290.4298621545762,38.66820778581078
0,50,1.4,1.175,0.428638058738327,0.1614927636048185
0,50,0.2,1.925,0.4259513450309321,0.1838823091315472
0,50,1.9,0.65,3142.039257418842,338.44923563464664
0,50,1.5,1.25,0.4292307629049116,0.17132637829159902
0,50,1.3,1.325,0.4308269874686209,0.15066725765426997
0,50,2.0,1.85,0.43058093830770444,0.20377269672211512
0,50,1.3,2.0,0.42955618847858246,0.1833699370865985
0,50,1.7,1.1,2.4049633018432868,0.49758927349693555
0,50,0.4,0.5,4.7990710955575695,2.196089568260313
0,50,1.6,1.775,0.4269710860298304,0.16487790376639866
0,50,1.2,1.55,0.42814587553275063,0.17079812344240247
0,50,0.0,1.85,0.42697656582530996,0.16798180332863413
0,50,1.9,1.625,0.4279235933260566,0.17461544270758114
0,50,0.4,1.325,0.42699528492650274,0.15177075165432422
0,50,0.2,1.55,0.42715062750207045,0.1638416511449179
0,50,1.5,0.8,0.5016127949538955,0.25378577677059727
0,50,0.4,0.575,0.4375065785456615,0.20073167725919433
0,50,1.7,2.0,0.428256336781471,0.19234570216762686
0,50,1.8,1.85,0.4250787707532669,0.18481453196160244
0,50,1.3,1.1,0.4227476313057689,0.17165438675916644
0,50,1.7,1.325,0.42860049081958046,0.16019054697513635
0,50,0.8,1.85,0.4284906564046252,0.17508736133536842
0,50,1.1,1.25,0.4287994653438086,0.1507732439054843
0,50,1.1,0.8,0.42919929921197447,0.18112772781045244
0,50,0.0,0.875,0.43071852460129145,0.15739622177768287
0,50,0.9,1.175,0.4266467058487215,0.1558944627872721
0,50,0.9,0.725,0.4712508120546809,0.24272609112711793
0,50,0.6,1.55,0.4293414331911897,0.15419803827351122
0,50,1.6,1.55,0.4297052834722065,0.15968164921210937
0,50,1.9,1.4,0.45769303800882194,0.3060953276510966
0,50,1.2,1.775,0.4305155865790129,0.16485243399534258
0,50,0.9,1.1,0.4286649498762179,0.15858147133720776
0,50,0.0,1.175,0.4228376824661372,0.15424397361401088
0,50,0.4,0.8,0.42513757382951894,0.17893549935984487
0,50,1.5,0.5,5688.572261669455,86.03755946406045
0,50,1.1,0.725,0.858235432260806,0.3588182514098851
0,50,1.7,0.65,5596.49643430051,117.49024190399315
0,50,1.4,1.925,0.42742698652771693,0.18358812001963046
0,50,0.2,1.85,0.42779974911345364,0.1743190030370176
0,50,0.4,0.875,0.42721559782730134,0.14229081611020022
0,50,1.9,1.1,0.6187092437114511,0.3486713919852583
0,50,1.2,1.85,0.4289929331036023,0.17980721139313033
0,50,1.8,1.775,0.4276499796422009,0.170238366613721
0,50,2.0,1.55,0.4298555857166799,0.17414736301877287
0,50,0.3,1.1,0.42955410648210535,0.14961654872005573
0,50,1.3,1.4,0.42945090421506327,0.15796160911120127
0,50,0.5,1.775,0.4239288786716702,0.17359333447944236
0,50,1.7,1.625,0.4296932837027016,0.1615199780365782
0,50,0.0,1.775,0.42545711592099106,0.1624007229100278
0,50,0.3,0.725,0.42873663184873473,0.16780069048804203
0,50,0.3,1.175,0.4271534450371334,0.14463315820208267
0,50,0.5,1.7,0.42662746417454145,0.1681863583198129
0,50,1.4,0.95,0.43287743752256597,0.15721990054967566
0,50,1.9,2.0,0.42356700314501383,0.18990729042992857
0,50,1.6,1.85,0.433869799710996,0.17229360367812982
0,50,1.9,1.325,0.42429208871190166,0.21065527859500555
0,50,1.0,1.925,0.4305711104257452,0.17718774169968846
0,50,0.6,1.85,0.4268997009021113,0.172091965191974
0,50,1.3,0.65,0.5079000711921016,0.30349726175798075
0,50,1.5,0.725,4.922594246597708,0.6447675265389543
0,50,1.1,0.5,3.588035335771607,0.6303915390947548
0,50,1.0,0.95,0.4274888243918308,0.13836563533187005
0,50,0.7,1.175,0.43127483864666183,0.14450403333349954
0,50,0.1,1.7,0.4310730831405445,0.16586495055324715
0,50,0.8,1.55,0.42974366500653943,0.1616538959912557
0,50,0.7,0.725,0.42909727334622727,0.1515485853022046
0,50,1.3,1.625,0.42533597733128176,0.15607977909525975
0,50,2.0,1.775,0.4311497700451373,0.18090378875713298
0,50,1.8,1.55,0.4325305848660494,0.20700127760785558
0,50,0.7,1.1,0.4271955197595801,0.14459571754250572
0,50,0.1,1.775,0.4262688161169262,0.1684145746282771
0,50,1.7,1.4,0.4351582140080228,0.20526983812785765
0,50,0.9,0.65,0.6146706348625386,0.36812200735561296
0,50,0.5,2.0,0.4268893814708473,0.18414829277852024
0,50,0.4,1.625,0.4294736314507308,0.1573936931592337
0,50,2.0,0.875,138.74852892283897,65.62729249812796
0,50,1.4,1.475,0.42638832026732343,0.16498595745948524
0,50,0.2,1.025,0.4233651582671037,0.14688722733946166
0,50,0.8,1.925,0.4304227631292667,0.17366434607258505
0,50,0.5,0.95,0.42726475792664964,0.14876145029550214
0,50,1.1,1.025,0.4295413995141729,0.15387927522708153
0,50,1.2,0.575,10.769245619774368,38.71401418235726
0,50,0.9,1.4,0.42709933250055926,0.15071995815022152
0,50,0.6,1.025,0.4259878530335292,0.16073241493653062
0,50,1.0,1.475,0.42572775637556276,0.1546349462896212
0,50,1.8,0.875,5480.045301426189,812.0748550134788
0,50,0.9,1.475,0.4275455315824365,0.15550980713654994
0,50,0.0,2.0,0.427687160084089,0.1840102343124705
0,50,0.1,2.0,0.429094599547153,0.18348804458389623
0,50,0.4,1.25,0.4288570837232216,0.14561573139351167
0,50,1.6,0.575,6.960224601442505,5.904405268673999
0,50,1.5,1.025,0.4269978961962092,0.1519306568809228
0,50,0.1,0.95,0.42861681578057514,0.1746011486463802
0,50,2.0,1.7,0.42688035887715114,0.1938581045446657
0,50,0.1,1.025,0.4320495000642828,0.16874208903259183
0,50,1.7,1.475,0.4232132288087364,0.18306081689979856
0,50,0.7,1.625,0.4301358646294189,0.16395325556828952
0,50,0.6,2.0,0.4266592423670806,0.18591388334690484
0,50,0.3,1.25,0.42929385644113854,0.15198217181926404
0,50,1.1,0.575,0.47165771978615506,0.22592174203986617
0,50,0.6,0.95,0.43106675509844883,0.16440772647357704
0,50,1.2,1.025,0.4288219227218048,0.1542191120416014
0,50,0.7,1.25,0.4263709534566016,0.15044554863939064
0,50,0.2,2.0,0.42664339413701585,0.18292084075451193
0,50,0.3,1.625,0.42802286615502794,0.1671613404996587
0,50,1.3,1.475,0.429993382685046,0.15215395917229643
0,50,0.5,1.025,0.425871067575579,0.1410668607030783
0,50,1.8,1.7,0.4297682272495975,0.1751043428993216
0,50,1.6,1.025,0.4242910274069727,0.15739661357307
0,50,0.2,0.95,0.4310362664498582,0.1615251183019598
0,50,1.9,1.175,0.4734064066588869,0.27721564949734134
0,50,1.5,0.575,5820.4188603950515,124.05014572972964
0,50,0.0,0.5,21.391219603266006,16.53578272606584
0,50,1.1,1.85,0.4287621006532825,0.17533197762723127
0,50,0.7,0.875,0.4262569871744308,0.14075166529942754
0,50,1.7,1.925,0.4254956510497756,0.1701522297016433
0,50,0.1,1.85,0.4292444959453269,0.17310897280655538
0,50,1.8,1.25,0.5745932269580631,0.3424994174250967
0,50,1.4,0.65,3120.5969912602045,145.97675139005833
0,50,1.2,0.725,0.43048700130839035,0.1811816949090614
0,50,0.7,0.8,0.42404456039318966,0.1803486755174263
0,50,1.6,0.5,5835.607983062292,50.487565889691794
0,50,1.7,0.95,77.64696949235612,0.9790450948131688
0,50,0.9,0.575,0.4752161314580704,0.26036731440675814
0,50,0.6,1.7,0.42793547985214225,0.16230712305469605
0,50,1.8,0.8,2.738098077038073,0.5559757454512068
0,50,0.9,1.325,0.43156594597947207,0.150678302641684
0,50,1.4,1.625,0.4258439103350826,0.17344682509642007
0,50,0.9,0.5,1.5711340739226405,29.3187303378113
0,50,0.6,1.775,0.4285810187560872,0.17368280076529968
0,50,1.0,1.4,0.42771999032214614,0.1462696371306777
0,50,1.2,0.5,23.263374032930837,5.97148309852939
0,50,0.3,0.8,0.4303133810517409,0.1877405784235037
0,50,1.6,0.725,0.600229386619724,0.2782831105669854
0,50,1.0,0.65,2.128082696004894,0.546140881841439
0,50,1.3,1.925,0.42730773944493683,0.1837119218210606
0,50,0.5,1.85,0.4298023789854028,0.16691260003137198
0,50,2.0,1.25,0.42698550988062683,0.19153147158134867
0,50,0.0,1.4,0.4298002964536738,0.14871685789852487
0,50,0.3,0.875,0.42882611398071274,0.1543447977331435
0,50,1.5,1.85,0.4284298402797232,0.16567360988649837
0,50,0.4,1.1,0.4251848609798821,0.1654240109867763
0,50,1.4,1.4,0.43135940335236633,0.14820107756452608
0,50,0.2,1.775,0.4298150872700495,0.16730492637021835
0,50,1.0,1.625,0.4295135255160663,0.15812914284841448
0,50,0.4,0.725,0.43131968209448057,0.20049487752258444
0,50,0.4,1.175,0.42862025251424707,0.15278089681363666
0,50,0.2,1.7,0.42890112393842944,0.16468837133760902
0,50,2.0,0.8,5536.473803661288,899.2525123940145
0,50,1.3,0.95,0.43120363226836345,0.15831041469136042
1,50,1.4,0.575,253.82394387706168,10.11622415417133
1,50,1.8,1.175,0.7986920193943534,0.3749800473687244
1,50,1.7,1.025,2425.865974152996,16.360398460671707
1,50,0.3,0.95,0.426512081252795,0.14072117790162306
1,50,0.4,1.025,0.4272474472841592,0.13844799688063814
1,50,1.2,1.475,0.42954146889289174,0.16616360117192255
1,50,1.9,1.7,0.4326221455498484,0.20640164926213944
1,50,0.3,2.0,0.42747221785179323,0.173621276667455
1,50,0.6,1.25,0.4302254053829622,0.15440983163610084
1,50,0.2,1.625,0.4302072842320829,0.1626362193942779
1,50,2.0,1.175,2.9065619720365214,0.4916279271276611
1,50,0.7,0.95,0.42635913730613867,0.16792167965596558
1,50,1.3,1.025,0.426584645966054,0.13827869626104033
1,50,1.0,0.575,567.891079544369,121.44128443771218
1,50,0.6,1.625,0.4273554611314537,0.16643001879754443
1,50,0.2,1.25,0.42731843229196986,0.1495530162641482
1,50,0.7,2.0,0.428909239210336,0.17214500123194854
1,50,1.6,1.475,0.4252884050655839,0.18220457089281683
1,50,0.5,0.725,0.4264595694758593,0.16063668980474644
1,50,1.2,0.95,0.4247838588439284,0.14532262436733753
1,50,0.5,1.175,0.4330049013678049,0.14436933069407015
1,50,0.3,1.7,0.4257771522857322,0.16047428390555243
1,50,1.1,1.625,0.4302034861601689,0.16575552353339534
1,50,0.5,1.1,0.4262784547426701,0.14016367008116587
1,50,0.3,1.775,0.43116553560772514,0.168357647967212
1,50,1.5,1.4,0.43215242236892076,0.1793121204585959
1,50,1.2,1.925,0.42619927247246847,0.1780865842804875
